seq,extraction_priority,doi,title,year,journal,is_oa,oa_status,pdf_url,repo_url,version,license,host_type,error
460,1_DOI_FIRST,10.1111/iere.70042,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",2026,INTERNATIONAL ECONOMIC REVIEW,False,closed,,,,,,
461,1_DOI_FIRST,10.1108/mbr-04-2025-0104,"The performance effects of ""added cultural distance"" in multinational expansion paths: generalizable and contextual determinants",2026,MULTINATIONAL BUSINESS REVIEW,True,green,https://centaur.reading.ac.uk/128026/3/MBR-04-2025-0104.R2%20Manuscript-AV-F.pdf,https://centaur.reading.ac.uk/128026/3/MBR-04-2025-0104.R2%20Manuscript-AV-F.pdf,submittedVersion,,repository,
2147,1_DOI_FIRST,10.1108/ijesm-12-2024-0013,Analyzing energy efficiency decisions in India's energy-intensive industries,2026,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,False,closed,,,,,,
2149,1_DOI_FIRST,10.1002/ijfe.3167,"Corporate ESG Performance, Ownership Structure and Export Intensity: Evidence From Chinese Listed Companies",2026,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijfe.3167,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijfe.3167,publishedVersion,,publisher,
2204,1_DOI_FIRST,10.1080/10669868.2025.2554992,Innovation Pressure from Domestic and Foreign Competitors and Firm Export Intensity in Transition Economies,2026,JOURNAL OF EAST-WEST BUSINESS,False,closed,,,,,,
2217,1_DOI_FIRST,10.1108/ijebr-06-2024-0578,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of collaboration partners",2026,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,False,closed,,,,,,
2222,1_DOI_FIRST,10.1108/imr-11-2024-0446,"Export venture sustainability strategies: an exploration of knowledge-based enablers, conditions and performance implications",2026,INTERNATIONAL MARKETING REVIEW,True,green,,,submittedVersion,cc-by-nc,repository,
2246,1_DOI_FIRST,10.3390/info17010045,Ceasing Export Activities: A Dynamic Analysis of Pre-Exit Financial and Internationalization Predictors,2026,INFORMATION,True,gold,https://www.mdpi.com/2078-2489/17/1/45/pdf?version=1767522743,https://www.mdpi.com/2078-2489/17/1/45/pdf?version=1767522743,publishedVersion,cc-by,publisher,
2248,1_DOI_FIRST,10.1016/j.technovation.2026.103478,Digital orientation and performance in innovative SMEs: exploring the (curvi)linear effects,2026,TECHNOVATION,True,hybrid,,https://doi.org/10.1016/j.technovation.2026.103478,publishedVersion,cc-by,publisher,
2249,1_DOI_FIRST,10.1177/1069031x251408340,Juggling Markets and Products: How Does Ambidexterity Impact Export Performance?,2026,JOURNAL OF INTERNATIONAL MARKETING,True,hybrid,,https://doi.org/10.1177/1069031x251408340,publishedVersion,cc-by,publisher,
2252,1_DOI_FIRST,10.1002/tie.70093,Technology-Enabled Cross-Border Entrepreneurship: The Role of Digital Platforms in SME Expansion Through the Lens of Institutional Theory,2026,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,True,hybrid,,https://doi.org/10.1002/tie.70093,publishedVersion,cc-by,publisher,
2264,1_DOI_FIRST,10.1080/13662716.2026.2637174,Technological complexity and global capabilities in SMEs. A survey in an Italian industrial region,2026,INDUSTRY AND INNOVATION,False,closed,,,,,,
2276,1_DOI_FIRST,10.1016/j.esr.2026.102215,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbon emissions in China's light industry,2026,ENERGY STRATEGY REVIEWS,True,gold,,https://doi.org/10.1016/j.esr.2026.102215,publishedVersion,cc-by,publisher,
2280,1_DOI_FIRST,10.1016/j.iref.2026.105315,Corporate performance effects of digital empowerment under the Belt and Road Initiative: Evidence from M&A performance and green performance,2026,International Review of Economics and Finance,True,gold,,https://doi.org/10.1016/j.iref.2026.105315,publishedVersion,cc-by-nc-nd,publisher,
2282,1_DOI_FIRST,10.1007/s13132-026-03199-w,"Digital Transformation, Internationalization and Productivity in Small and Medium-Sized Enterprises: Unravelling Effects from Spain",2026,Journal of the Knowledge Economy,True,hybrid,https://link.springer.com/content/pdf/10.1007/s13132-026-03199-w.pdf,https://link.springer.com/content/pdf/10.1007/s13132-026-03199-w.pdf,publishedVersion,cc-by,publisher,
2284,1_DOI_FIRST,10.1007/s11575-026-00618-7,Early Internationalization in Family and Non-family Firms: Performance Implications and the Role of Non-family Managers,2026,Management International Review,False,closed,,,,,,
2285,1_DOI_FIRST,10.1007/s13132-026-03261-7,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity and Exports",2026,Journal of the Knowledge Economy,True,hybrid,,https://doi.org/10.1007/s13132-026-03261-7,publishedVersion,cc-by,publisher,
463,1_DOI_FIRST,10.1108/imr-02-2024-0039,Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,2025,INTERNATIONAL MARKETING REVIEW,True,green,https://durham-repository.worktribe.com/file/3318752/1/Accepted%20Journal%20Article,https://durham-repository.worktribe.com/file/3318752/1/Accepted%20Journal%20Article,submittedVersion,cc-by,repository,
462,1_DOI_FIRST,10.1111/1477-8947.12525,"Clean, competitive, and productive? The impact of environment-friendly technologies on exporting and productivity of the manufacturing companies in Belarus",2025,NATURAL RESOURCES FORUM,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1477-8947.12525,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1477-8947.12525,publishedVersion,cc-by,publisher,
464,1_DOI_FIRST,10.1108/jbim-04-2024-0284,"Bribery, local network, and local performance among multinational corporations: a moderated mediation model of informal competition",2025,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,False,closed,,,,,,
465,1_DOI_FIRST,10.3390/su17125381,"Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",2025,SUSTAINABILITY,True,gold,https://www.mdpi.com/2071-1050/17/12/5381/pdf?version=1749636253,https://www.mdpi.com/2071-1050/17/12/5381/pdf?version=1749636253,publishedVersion,cc-by,publisher,
2081,1_DOI_FIRST,10.1108/gm-01-2024-0033,Gender diversity in top management team and corporate social responsibility performance: examining the moderating nature of TMT international experience,2025,GENDER IN MANAGEMENT,False,closed,,,,,,
2090,1_DOI_FIRST,10.1093/erae/jbae024,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,2025,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,False,closed,,,,,,
2093,1_DOI_FIRST,10.1016/j.ibusrev.2024.102345,Government R&D support's effects on export performance via innovation: An analysis of organizational motivators as moderators,2025,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
2109,1_DOI_FIRST,10.1108/apjba-11-2024-0621,Reframing government support for SMEs' performance in international market: the critical role of institutional context,2025,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,False,closed,,,,,,
2111,1_DOI_FIRST,10.22146/gamaijb.74896,Learning Orientation and Export Performance in Nigeria: The Moderating Effect of Export Knowledge,2025,GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,True,gold,https://jurnal.ugm.ac.id/gamaijb/article/download/74896/40854,https://jurnal.ugm.ac.id/gamaijb/article/download/74896/40854,publishedVersion,cc-by-sa,publisher,
2117,1_DOI_FIRST,10.1177/09721509241308023,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights from Indian Manufacturing Companies,2025,GLOBAL BUSINESS REVIEW,False,closed,,,,,,
2121,1_DOI_FIRST,10.1111/1467-8268.70001,'Learning to Export' and 'Learning By Exporting': Revisiting the Relationship Between Innovation and Exports in African Firms,2025,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8268.70001,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8268.70001,publishedVersion,cc-by,publisher,
2128,1_DOI_FIRST,10.1016/j.techfore.2025.124043,The curvilinear relationship between digitalization and export propensity: The role of home country corruption in emerging economies,2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,True,hybrid,,https://doi.org/10.1016/j.techfore.2025.124043,publishedVersion,cc-by,publisher,
2133,1_DOI_FIRST,10.1016/j.eap.2025.02.028,Balancing export intensity and innovation: Uncovering the inverted-U relationship in Chinese manufacturing firms,2025,ECONOMIC ANALYSIS AND POLICY,False,closed,,,,,,
2141,1_DOI_FIRST,10.1016/j.iref.2025.103973,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,2025,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,True,gold,,https://doi.org/10.1016/j.iref.2025.103973,publishedVersion,cc-by,publisher,
2144,1_DOI_FIRST,10.1016/j.techfore.2025.124123,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capabilities",2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,True,hybrid,,https://doi.org/10.1016/j.techfore.2025.124123,publishedVersion,cc-by,publisher,
2153,1_DOI_FIRST,10.1017/jwe.2025.7,"Wine, markups, and export behavior: Evidence from Hungary",2025,JOURNAL OF WINE ECONOMICS,True,hybrid,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CA15B1013638C98628E34582E1E55241/S1931436125000070a.pdf/div-class-title-wine-markups-and-export-behavior-evidence-from-hungary-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CA15B1013638C98628E34582E1E55241/S1931436125000070a.pdf/div-class-title-wine-markups-and-export-behavior-evidence-from-hungary-div.pdf,publishedVersion,cc-by,publisher,
2175,1_DOI_FIRST,10.1002/tie.70001,"Linking Dynamic Capabilities to Export Performance in Africa: The Moderating Roles of Institutional Support, Sociopolitical Context, and Perceived Corruption",2025,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.70001,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.70001,publishedVersion,cc-by,publisher,
2177,1_DOI_FIRST,10.1504/ejim.2025.146843,"Export intensity, intellectual property and technology development as drivers for green innovations",2025,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
2179,1_DOI_FIRST,10.1016/j.tncr.2025.200126,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of Indian firms,2025,TRANSNATIONAL CORPORATIONS REVIEW,True,gold,,https://doi.org/10.1016/j.tncr.2025.200126,publishedVersion,cc-by-nc-nd,publisher,
2182,1_DOI_FIRST,10.1111/1467-8551.70001,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",2025,BRITISH JOURNAL OF MANAGEMENT,False,closed,,,,,,
2185,1_DOI_FIRST,10.1111/jpim.12796,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,2025,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,True,hybrid,,https://doi.org/10.1111/jpim.12796,publishedVersion,cc-by,publisher,
2219,1_DOI_FIRST,10.1108/cms-09-2024-0683,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interaction,2025,CHINESE MANAGEMENT STUDIES,False,closed,,,,,,
2228,1_DOI_FIRST,10.1108/cr-04-2024-0074,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,2025,COMPETITIVENESS REVIEW,False,closed,,,,,,
2234,1_DOI_FIRST,10.1177/09721509251399758,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,2025,GLOBAL BUSINESS REVIEW,False,closed,,,,,,
2235,1_DOI_FIRST,10.1177/00252921251401022,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,2025,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,True,hybrid,,https://doi.org/10.1177/00252921251401022,publishedVersion,cc-by,publisher,
2237,1_DOI_FIRST,10.1016/j.intman.2025.101308,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,2025,JOURNAL OF INTERNATIONAL MANAGEMENT,False,closed,,,,,,
2287,1_DOI_FIRST,10.18356/26178419-32-2-5,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",2025,Asia Pacific Sustainable Development Journal,False,closed,,,,,,
2288,1_DOI_FIRST,10.3390/info16070544,Being (Not) Successful in Internationalisation After Receiving Export Support: Which Predictors Are Able to Forecast It and How Accurately?,2025,Information Switzerland,True,gold,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560,publishedVersion,cc-by,publisher,
2289,1_DOI_FIRST,10.46661/rev.metodoscuant.econ.empresa.10640,Internationalization and financial performance in Colombian firms,2025,Revista De Metodos Cuantitativos Para La Economia Y La Empresa,True,gold,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051,publishedVersion,cc-by-sa,publisher,
2290,1_DOI_FIRST,10.28934/jwee25.12.pp198-216,Gender Perspectives on SME International Trade and Revenue in the Digital Era: Evidence from Serbia,2025,Journal of Women S Entrepreneurship and Education,True,gold,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543,publishedVersion,cc-by-nc-nd,publisher,
2291,1_DOI_FIRST,10.1016/j.joitmc.2025.100479,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",2025,Journal of Open Innovation Technology Market and Complexity,True,gold,,https://doi.org/10.1016/j.joitmc.2025.100479,publishedVersion,cc-by-nc-nd,publisher,
2292,1_DOI_FIRST,10.47836/ijeam.19.2.03,The Impact of Digital Technology Adoption and Internationalization on Manufacturing Firms’ Performance in China,2025,International Journal of Economics and Management,True,bronze,https://doi.org/10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03,publishedVersion,,publisher,
533,1_DOI_FIRST,10.11130/jei.2024033,Internationalization at Inception: Insights from the Indian Textile Industry's Born Globals,2024,JOURNAL OF ECONOMIC INTEGRATION,True,gold,https://www.e-jei.org/upload/jei-2024033.pdf,https://www.e-jei.org/upload/jei-2024033.pdf,publishedVersion,,publisher,
466,1_DOI_FIRST,10.1108/ijm-03-2023-0150,Exporting is a team sport: the link between management training and performance in SMEs,2024,INTERNATIONAL JOURNAL OF MANPOWER,True,green,https://strathprints.strath.ac.uk/87757/1/Idris-etal-IJM-2023-Exporting-is-a-team-sport-the-link.pdf,https://strathprints.strath.ac.uk/87757/1/Idris-etal-IJM-2023-Exporting-is-a-team-sport-the-link.pdf,submittedVersion,,repository,
1767,1_DOI_FIRST,10.1108/emjb-09-2021-0129,Do domestic market characteristics influence firms' export intensity?,2024,EUROMED JOURNAL OF BUSINESS,True,bronze,https://www.emerald.com/insight/content/doi/10.1108/EMJB-09-2021-0129/full/pdf?title=do-domestic-market-characteristics-influence-firms-export-intensity,https://www.emerald.com/insight/content/doi/10.1108/EMJB-09-2021-0129/full/pdf?title=do-domestic-market-characteristics-influence-firms-export-intensity,publishedVersion,,publisher,
1860,1_DOI_FIRST,10.1108/ecam-03-2022-0286,"Examining the nonlinear relationships of corporate social responsibility, innovation and construction firm performance: the moderating role of construction firms' competitive position",2024,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,False,closed,,,,,,
1921,1_DOI_FIRST,10.1007/s13132-023-01378-7,On the Direct and Indirect Effects of ICT on SMEs Export Performance: Evidence from Colombian Manufacturing,2024,JOURNAL OF THE KNOWLEDGE ECONOMY,True,hybrid,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf,publishedVersion,cc-by,publisher,
1964,1_DOI_FIRST,10.1016/j.jwb.2023.101500,The interplay of international alliance and subsidiary portfolios: Implications for firms' innovation and financial performance,2024,JOURNAL OF WORLD BUSINESS,False,closed,,,,,,
1967,1_DOI_FIRST,10.1002/agr.21872,Multinational enterprises and local firms' export market entry: A panel data analysis of Vietnam's food processing industry,2024,AGRIBUSINESS,True,green,,https://research.cbs.dk/en/publications/ddc66410-3e36-416e-bfb0-ef93453ec1a7,acceptedVersion,other-oa,repository,
1985,1_DOI_FIRST,10.1111/1467-8551.12786,The Effect of Foreign Divestment on Subsequent Firm Performance: The Moderating Role of Spatial and Temporal Dispersion of Prior Divestment Experience,2024,BRITISH JOURNAL OF MANAGEMENT,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12786,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12786,publishedVersion,cc-by,publisher,
2000,1_DOI_FIRST,10.1177/1069031x231216409,Exploratory Search and International Performance: When Do Local Alliances Matter?,2024,JOURNAL OF INTERNATIONAL MARKETING,False,closed,,,,,,
2013,1_DOI_FIRST,10.1080/23311975.2024.2315658,Financial and marketing approach to export performance: the mediation role of promotion and research and development,2024,COGENT BUSINESS & MANAGEMENT,True,gold,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2315658?download=true,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2315658?download=true,publishedVersion,cc-by,publisher,
2020,1_DOI_FIRST,10.1002/bsd2.365,Does internationalization and board diversity affect family firms&apos; sustainable performance? Empirical evidence from an emerging economy,2024,BUSINESS STRATEGY AND DEVELOPMENT,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bsd2.365,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bsd2.365,publishedVersion,cc-by,publisher,
2041,1_DOI_FIRST,10.1002/tie.22396,"Foreign Ownership, Board of Directors, and Environmental Commitment in European International New Ventures",2024,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.22396,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.22396,publishedVersion,cc-by,publisher,
2046,1_DOI_FIRST,10.1016/j.intman.2024.101142,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,True,hybrid,,https://doi.org/10.1016/j.intman.2024.101142,publishedVersion,cc-by,publisher,
2049,1_DOI_FIRST,10.1080/23311975.2024.2375410,The mediating roles of cost leadership and cost focus strategies on innovation capabilities and export performance. Results from an emerging country,2024,COGENT BUSINESS & MANAGEMENT,True,gold,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2375410?needAccess=true,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2375410?needAccess=true,publishedVersion,cc-by,publisher,
2053,1_DOI_FIRST,10.1108/sampj-09-2023-0687,"Balancing people, planet and profit: export strategies for sustainable value creation",2024,SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,True,green,https://run.unl.pt/bitstream/10362/182345/1/Lages_et_al_2024_SAMPJ.pdf,https://run.unl.pt/bitstream/10362/182345/1/Lages_et_al_2024_SAMPJ.pdf,submittedVersion,,repository,
2056,1_DOI_FIRST,10.1016/j.intman.2024.101133,The impact of liability of foreignness on performance in hybrid organizations,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,True,hybrid,,https://doi.org/10.1016/j.intman.2024.101133,publishedVersion,cc-by,publisher,
2060,1_DOI_FIRST,10.1016/j.ibusrev.2023.102170,A novel model linking UN SDGs with international experience and firm performance,2024,INTERNATIONAL BUSINESS REVIEW,False,closed,,,,,,
2065,1_DOI_FIRST,10.1108/ribs-02-2024-0015,Trade policy revisited: how government support initiatives affect international performance in SMEs?,2024,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,False,closed,,,,,,
2066,1_DOI_FIRST,10.1108/bjm-02-2024-0058,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,2024,BALTIC JOURNAL OF MANAGEMENT,False,closed,,,,,,
2074,1_DOI_FIRST,10.1108/jbim-12-2023-0761,"The effect of standardized advertising, managerial ties and born global orientation on export performance",2024,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,False,closed,,,,,,
2297,1_DOI_FIRST,10.1016/j.heliyon.2024.e39486,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,2024,Heliyon,True,gold,,https://doi.org/10.1016/j.heliyon.2024.e39486,publishedVersion,,publisher,
2304,1_DOI_FIRST,10.33094/ijaefa.v18i1.1362,Mediating role of competitiveness between process innovation and financial performance: Internationalization moderation,2024,International Journal of Applied Economics Finance and Accounting,True,gold,http://onlineacademicpress.com/index.php/IJAEFA/article/download/1362/854,http://onlineacademicpress.com/index.php/IJAEFA/article/download/1362/854,publishedVersion,cc-by-nc,publisher,
2305,1_DOI_FIRST,10.6504/jmbr.202412_41(4).0004,Impact of Specific Intangible Assets on Firm Internationalization and Performance,2024,Journal of Management and Business Research,,,,,,,,HTTP 404
2306,1_DOI_FIRST,10.1504/ijbge.2024.141806,Role of technology director in boosting internationalisation and performance: an evidence from EU sustainable firms,2024,International Journal of Business Governance and Ethics,False,closed,,,,,,
2307,1_DOI_FIRST,10.14254/2071-8330.2024/17-2/13,"ESG disclosure, firm internationalization, and firm financial performance: Evidence from Asia-Pacific",2024,Journal of International Studies,True,gold,https://jois.eu/files/13_JIS 1438_Hussain et al.pdf,https://jois.eu/files/13_JIS 1438_Hussain et al.pdf,publishedVersion,cc-by,publisher,
468,1_DOI_FIRST,10.1016/j.dib.2023.109112,"Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",2023,DATA IN BRIEF,True,gold,,https://doi.org/10.1016/j.dib.2023.109112,publishedVersion,cc-by,publisher,
1579,1_DOI_FIRST,10.1057/s41291-020-00144-w,Performance implications of combining innovation and internationalization for Korean small- and medium-sized manufacturing firms: an exploration-exploitation perspective,2023,ASIAN BUSINESS & MANAGEMENT,False,closed,,,,,,
1680,1_DOI_FIRST,10.1108/ejim-04-2021-0197,Intangible resources and firms' innovation performance: empirical evidence from Chinese firms,2023,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,False,closed,,,,,,
1686,1_DOI_FIRST,10.1108/ijoem-09-2020-1114,The use and knowledge of export promotion programs in the early internationalization of Brazilian SMEs,2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,False,closed,,,,,,
1722,1_DOI_FIRST,10.1111/ajae.12292,Markups and export behavior: Firm-level evidence from the French food processing industry,2023,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajae.12292,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajae.12292,publishedVersion,cc-by-nc,publisher,
1747,1_DOI_FIRST,10.1111/emre.12513,The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,2023,EUROPEAN MANAGEMENT REVIEW,False,closed,,,,,,
1776,1_DOI_FIRST,10.1108/imr-02-2022-0043,When does export customer responsiveness strategy contribute to export market competitive advantage?,2023,INTERNATIONAL MARKETING REVIEW,True,green,,https://figshare.com/articles/journal_contribution/When_does_export_customer_responsiveness_strategy_contribute_to_export_market_competitive_advantage_/19811053,submittedVersion,cc-by-nc,repository,
1777,1_DOI_FIRST,10.1002/sres.2856,Role of international strategic alliances in internationalization of business group affiliated firms-A system dynamics approach,2023,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,False,closed,,,,,,
1794,1_DOI_FIRST,10.1111/twec.13310,Internet and firms' exports and imports: Firm level evidence from China,2023,WORLD ECONOMY,False,closed,,,,,,
1821,1_DOI_FIRST,10.1007/s11356-022-22664-y,From ambiguity to transparency: influence of environmental information disclosure on financial performance in the context of internationalization,2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,False,closed,,,,,,
