id,title,authors,year,journal,doi,screen_decision,screen_reason,round2_decision,round2_reason,round3_decision,round3_reason,round4_decision,round4_reason,abstract,openalex_id,pdf_url,round5_decision,round5_reason
S0377,Effects of prior market experiences and firm-specific resources on developed economy SMEs' export exit from emerging markets: Complementary or compensatory?,"Sandberg, Susanne; Sui, Sui; Baum, Matthias",2019,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.10.014,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0378,The role of international institutional complexity on emerging market multinational companies' innovation,"Wu, Jie; Park, Seung Ho",2019,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1166,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0383,Cross-border acquisitions and family businesses,"Ossorio, Mario",2019,EUROMED JOURNAL OF BUSINESS,10.1108/emjb-05-2018-0033,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0402,Founder non-international experience and venture internationalization,"Domurath, Anne; Patzelt, Holger",2019,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00249-0,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0438,Diffusion of internationalization in business group networks: evidence from India,"Shukla, Dhirendra Mani; Akbar, M.",2018,MANAGEMENT DECISION,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0441,Innovation activities and learning processes in the crisis: evidence from Italian export in manufacturing and services,"Brancati, Raffaele; Marrocu, Emanuela; Romagnoli, Manuel; Usai, Stefano",2018,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtx022,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:innov_activities_learning:TITLE_ONLY
S0446,"Strategic goal accomplishment in export ventures: the role of capabilities, knowledge, and environment","Spyropoulou, Stavroula; Katsikeas, Constantine S.; Skarmeas, Dionysis; Morgan, Neil A.",2018,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,10.1007/s11747-017-0519-8,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0471,Internationalisation and Innovation Intensities of Polish Manufacturing Firms: A Close Nexus?,"Brodzicki, Tomasz",2017,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2017.050106,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:intl_innov_intensity:TITLE_ONLY
S0474,Emerging Market Multinational Companies and Internationalization: The Role of Home Country Urbanization,"Estrin, Saul; Nielsen, Bo B.; Nielsen, Sabina",2017,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0483,"MNE internationalization patterns, the roles of knowledge stocks, and the portfolio of MNE subsidiaries","Hutzschenreuter, Thomas; Matt, Tanja",2017,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-017-0105-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0499,"Multinationals, technology and regional linkages in Myanmar's clothing industry","Naing, Tin Htoo; Yap, Su-Fei",2016,ASIA PACIFIC BUSINESS REVIEW,10.1080/13602381.2014.990211,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0501,Innovation management of internationalised IT companies in Brazil and Portugal,"Galina, Simone; Carvalho, Luisa; Costa, Teresa",2016,INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:innov_mgmt_intl:TITLE_ONLY
S0503,Internationalisation of family-owned businesses in a geographically remote area,"Moini, Hamid; Kuada, John; Decker, Arnim",2016,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,10.1504/ijev.2016.077621,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0515,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,"Dikova, Desislava; Jaklic, Andreja; Burger, Anze; Kuncic, Aljaz",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.05.001,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0538,Institutional effect on born global firms in China: the role of Sun Tzu's <i>The Art of War</i> strategies,"Zhang, Man; Gao, Qian; Wheeler, Jane V.; Kwon, Jungsook",2016,JOURNAL OF ASIA BUSINESS STUDIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0551,"Innovation, Internationalization, and the Transnational Corporation","Ietto-Gillies, Grazia",2015,"HANDBOOK OF GLOBAL SCIENCE, TECHNOLOGY, AND INNOVATION",10.1002/9781118739044.ch6,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0568,Globalization and diversification strategy: A managerial perspective,"Bowen, Harry P.; Baker, H. Kent; Powell, Gary E.",2015,SCANDINAVIAN JOURNAL OF MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0570,The Effects of Internationalization on Innovation: Firm-Level Evidence for Transition Economies,"Boermans, Martijn Adriaan; Roelfsema, Hein",2015,OPEN ECONOMIES REVIEW,10.1007/s11079-014-9334-8,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:intl_on_innovation:TITLE_ONLY
S0573,Efficiency and exports: Evidence from Southern European companies,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",2015,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,Y,SI:efficiency_exports:TITLE_ONLY
S0579,Internationalisation of upper echelons in different institutional contexts: top managers in Germany and the UK,"Schmid, Stefan; Wurster, Dennis J.",2015,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.070232,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0583,"Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries","Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas",2015,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0599,"An explanation of firms' internationalisation modes, blending firm heterogeneity and spatial agglomeration: microevidence from Italy","Cainelli, Giulio; Di Maria, Eleonora; Ganau, Roberto",2014,ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,10.1068/a4690,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0603,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0611,Absorptive capacity from foreign direct investment in Spanish manufacturing firms,"Sanchez-Sellero, Pedro; Rosell-Martinez, Jorge; Manuel Garcia-Vazquez, Jose",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2013.06.006,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:absorptive_cap_fdi:TITLE_ONLY
S0613,Internationalisation of Family Business: The Effect of Ownership and Generation Involvement,"Huang, Kai-Ping; Lo, Sheng Chung; Liu, Chu-Mei; Tung, Jane",2014,ANTHROPOLOGIST,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0618,The influence of political risk on the scope of internationalization of regulated companies: Insights from a Spanish sample,"Jimenez, Alfredo; Luis-Rico, Isabel; Benito-Osorio, Diana",2014,JOURNAL OF WORLD BUSINESS,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0621,"Innovativeness, offshoring and black economy decisions. Evidence from Italian manufacturing firms","Amendolagine, Vito; Capolupo, Rosa; Ferri, Giovanni",2014,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.03.011,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0622,"How do business groups' small world networks effect diversification, innovation, and internationalization?","Chen, Ying-Yu; Jaw, Yi-Long",2014,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-014-9385-9,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0631,Exports and FDI motivations: Empirical evidence from US foreign subsidiaries,"Franco, Chiara",2013,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2012.02.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0644,The role of corporations in economic development: Albania on its way to internationalisation,"Prasnikar, Janez; Memaj, Fatmir; Redek, Tjasa; Voje, Damjan",2013,POST-COMMUNIST ECONOMIES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0653,Which manufacturing firms learn by exporting?,"Silva, Armando; Afonso, Oscar; Africano, Ana Paula",2012,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:ant:learning_by_exporting:TITLE_ONLY
S0669,Capability creation and internationalization with business group embeddedness - the case of Tata Motors in passenger cars,"Becker-Ritterspach, Florian; Bruche, Gert",2012,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2012.03.009,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0683,The impact of business group diversification on emerging market multinationals: Evidence from Latin America,"Borda-Reyes, Armando",2012,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0684,"Innovation, internationalization and entrepreneurship: A new venture research perspective","Yu, Xiaoyu; Si, Steven",2012,INNOVATION-ORGANIZATION & MANAGEMENT,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0690,"Internationalization, Innovativeness, and Proactive Environmental Strategy among Small and Medium Enterprises","Aguilera-Caracuel, Javier; Angeles Escudero-Torres, M.; Cordon-Pozo, Eulogio; Esther Hurtado-Torres, Nuria",2011,CROSS-SECTOR LEADERSHIP FOR THE GREEN ECONOMY: INTEGRATING RESEARCH AND PRACTICE ON SUSTAINABLE ENTERPRISE,10.1057/9781137015891_13,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,N,HARD:DV:proactive_env_strat:TITLE_ONLY
S0716,The local/global integration of MNC subsidiaries and their technological behaviour: Argentina in the late 1990s,"Marin, Anabel; Bell, Martin",2010,RESEARCH POLICY,10.1016/j.respol.2010.04.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0722,Export-oriented small and medium industry clusters in Indonesia,"Tambunan, Tulus",2009,JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,10.1108/17506200910943661,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0729,On the Internationalization of the Wireless Telecommunications Industry: A Market-Based Analysis of Six European Service Providers,"Powell, Steven R.",2009,INTERNATIONAL JOURNAL OF INTERDISCIPLINARY TELECOMMUNICATIONS AND NETWORKING,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0747,The agricultural machinery industry in Argentina: from restructuring to internationalization?,"Garcia, Graciela M. C.",2008,CEPAL REVIEW,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0749,A Study on the Born Global Venture Corporation's Characteristics and Performance,"Kim, Hyung Jun; Jung, Duk Hwa",2007,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,Y,SI:born_global_perf:TITLE_ONLY
S0754,Real options in multinational corporations: organizational challenges and risk implications,"Tong, Tony W.; Reuer, Jeffrey J.",2007,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400260,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0765,"Globalisation, international configurations and strategic implications: The case of retailing","Leknes, HM; Carr, C",2004,LONG RANGE PLANNING,10.1016/j.lrp.2003.11.005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0768,Internationalization of private firms: environmental turbulence and organizational strategies and resources,"Westhead, P; Wright, M; Ucbasaran, D",2004,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,10.1080/0898562042000231929,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0770,"The changing Japanese multinational: Application, adaptation and learning in car manufacturing and financial services","Whitley, R; Morgan, G; Kelly, W; Sharpe, D",2003,JOURNAL OF MANAGEMENT STUDIES,10.1111/1467-6486.00355,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0778,"Technological convergence, globalisation and ownership in the UK computer industry","Athreye, S; Keeble, D",2000,TECHNOVATION,10.1016/s0166-4972(99)00135-2,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
S0779,Foreign direct investment strategies and firms' capabilities,"Siotis, G",1999,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,10.1111/j.1430-9134.1999.00251.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract,UNSURE,still_ambiguous,UNSURE,insufficient_title_signal,,,,UNSURE,NO_ABSTRACT:unresolved:TITLE_ONLY
